addr_string,matched_addr,lat,long
"19 WEBB PL, DOVER, NH, 03820","19, WEBB PLACE, DOVER, STRAFFORD COUNTY, NEW HAMPSHIRE, 03820, USA",43.22052487,-70.88906713
"1 PORTSMOUTH AVE, STRATHAM, NH, 03885","SALEM FIVE BANK, 1, PORTSMOUTH AVENUE, STRATHAM, ROCKINGHAM COUNTY, NEW HAMPSHIRE, 03885, USA",42.9916003,-70.92839
"11 WHITEHALL RD, ROCHESTER, NH, 03867","FRISBIE MEMORIAL HOSPITAL, 11, WHITEHALL ROAD, ROCHESTER, STRAFFORD COUNTY, NEW HAMPSHIRE, 03867, USA",43.29683245,-70.9599128
"3234 S ALAMEDA ST, CORPUS CHRISTI, TX, 78404","3234, SOUTH ALAMEDA STREET, CORPUS CHRISTI, NUECES COUNTY, TEXAS, 78404, USA",27.7549976,-97.38867292
"610 30TH AVE W, ALEXANDRIA, MN, 56308","ALEXANDRIA CLINIC, 610, 30TH AVENUE WEST, ALEXANDRIA, DOUGLAS COUNTY, MINNESOTA, 56308, USA",45.8623558,-95.38619283
"15 W DRY CREEK CIRCLE, LITTLETON, CO, 80120","15, WEST DRY CREEK CIRCLE, LITTLETON, ARAPAHOE COUNTY, COLORADO, 80120, USA",39.580774,-104.990256
"10810 CONNECTICUT AVE, KENSINGTON, MD, 20895","10810, CONNECTICUT AVENUE, ROCK CREEK PALISADES, NORTH KENSINGTON, MONTGOMERY COUNTY, MARYLAND, 20895, USA",39.03370013,-77.0750275
"302 S MOORPARK RD, THOUSAND OAKS, CA, 91361","302, SOUTH MOORPARK ROAD, THOUSAND OAKS, VENTURA COUNTY, CALIFORNIA, 91361, USA",34.17505021,-118.8758143
"659 BOULEVARD ST, DOVER, OH, 44622","UNION HOSPITAL, 659, BOULEVARD STREET, DOVER, TUSCARAWAS COUNTY, OHIO, 44622, USA",40.514855,-81.4556823
"1275 YORK AVE, NEW YORK, NY, 10065","MEMORIAL SLOAN KETTERING CANCER CENTER, 1275, YORK AVENUE, LENOX HILL, MANHATTAN, MANHATTAN COMMUNITY BOARD 8, NEW YORK COUNTY, NYC, NEW YORK, 10065, USA",40.76445335,-73.95694408
"480 RED HILL RD, MIDDLETOWN, NJ, 07748","480, RED HILL ROAD, HOLMDEL TOWNSHIP, MONMOUTH COUNTY, NEW JERSEY, 07748, USA",40.37502954,-74.14619417
"2 TAMPA GENERAL CIR, TAMPA, FL, 33606","TAMPA GENERAL CIRCLE, HARBOUR ISLAND, TAMPA, HILLSBOROUGH COUNTY, FLORIDA, 33606, USA",27.9370817,-82.4584312
"200 1ST ST SW, ROCHESTER, MN, 55905","1ST STREET SOUTHWEST, ROCHESTER, OLMSTED COUNTY, MINNESOTA, 55903, USA",44.022446,-92.4680463
"522 N CTR ST, THOMASTON, GA, 30286","522, NORTH CENTER STREET, THOMASTON, UPSON COUNTY, GEORGIA, 30286, USA",32.89761931,-84.32816112
"100 N MACON ST, MACON, GA, 31210","NORTH MACON STREET, WESLEYAN HILLS, MACON, BIBB COUNTY, GEORGIA, 31210, USA",32.9283314,-83.7374644
"6262 VETERANS PKWY, COLUMBUS, GA, 31909","6262, VETERANS PARKWAY, PEPPERTREE, COLUMBUS, MUSCOGEE COUNTY, GEORGIA, 31909, USA",32.53479993,-84.95489188
"512 N SHADY LN, DOTHAN, AL, 36303","512, NORTH SHADY LANE, DOTHAN, HOUSTON COUNTY, ALABAMA, 36303, USA",31.2368275,-85.45174538
"4401 RIVER CHASE DR, PHENIX CITY, AL, 36867","JACK HUGHSTON MEMORIAL HOSPITAL, 4401, RIVER CHASE DRIVE, PHENIX CITY, LEE COUNTY, ALABAMA, 36867, USA",32.50797725,-85.00878469
"1301 PUNCHBOWL ST, HONOLULU, HI, 96813","THE QUEEN'S MEDICAL CENTER, 1301, PUNCHBOWL STREET, DOWNTOWN, HAWAII CAPITAL HISTORIC DISTRICT, HONOLULU, HONOLULU COUNTY, HAWAII, 96813, UNITED STATES OF AMERICA (MIDDLE HAWAI'IAN ISLANDS TERRITORIAL WATERS)",21.30799045,-157.853676
"3401 CIVIC CTR BLVD, PHILADELPHIA, PA, 19104","CHOP, 3401, CIVIC CENTER BOULEVARD, UNIVERSITY CITY, PHILADELPHIA, PHILADELPHIA COUNTY, PENNSYLVANIA, 19104, USA",39.94769755,-75.19498022
"1200 N ELM ST, GREENSBORO, NC, 27401","THE MOSES H. CONE MEMORIAL HOSPITAL, 1200, NORTH ELM STREET, GREENSBORO, GUILFORD COUNTY, NORTH CAROLINA, 27401, USA",36.0914674,-79.78629261
"2525 C PHILLIPS AVE, GREENSBORO, NC, 27405","2525, PHILLIPS AVENUE, GREENSBORO, GUILFORD COUNTY, NORTH CAROLINA, 27405, USA",36.09525899,-79.74555642
"25 N LANIER AVE, FORT MEADE, FL, 33841","25, NORTH LANIER AVENUE, FORT MEADE, POLK COUNTY, FLORIDA, 33841, USA",27.75293506,-81.80018134
"3800 RESERVOIR RD NW, WASHINGTON, DC, 20007","MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL, 3800, RESERVOIR ROAD NORTHWEST, BURLEITH/HILLANDALE, GEORGETOWN, WASHINGTON, D.C., 20007, USA",38.91148265,-77.07519317
"1203 AVE B, ELLISVILLE, MS, 39437","ELLISVILLE MEDICAL CLINIC, 1203, AVENUE B, ELLISVILLE, JONES COUNTY, MISSISSIPPI, 39437, USA",31.61144235,-89.20770605
"1410 JEFFERSON ST, LAUREL, MS, 39440","1410, JEFFERSON STREET, QUEENSBURG, LAUREL, JONES COUNTY, MISSISSIPPI, 39440, USA",31.68590925,-89.14558441
"1430 JEFFERSON ST, LAUREL, MS, 39440","SOUTH CENTRAL URGENT CARE & INDUSTRIAL MEDICINE, 1430, JEFFERSON STREET, QUEENSBURG, LAUREL, JONES COUNTY, MISSISSIPPI, 39440, USA",31.6855951,-89.14435508
"1440 JEFFERSON ST, LAUREL, MS, 39440","1440, JEFFERSON STREET, QUEENSBURG, LAUREL, JONES COUNTY, MISSISSIPPI, 39440, USA",31.68591456,-89.14574054
"1220 JEFFERSON ST, LAUREL, MS, 39440","SOUTH CENTRAL REGIONAL MEDICAL CENTER, 1220, JEFFERSON STREET, QUEENSBURG, LAUREL, JONES COUNTY, MISSISSIPPI, 39440, USA",31.6851082,-89.14114781
"916 HOLDER ST, LARCHWOOD, IA, 51241","AVERA MEDICAL GROUP LARCHWOOD, 916, HOLDER STREET, LARCHWOOD, LYON COUNTY, IOWA, 51241, USA",43.4527625,-96.4329789
"1111 11TH ST, HAWARDEN, IA, 51023","HAWARDEN COMMUNITY HOSPITAL, 1111, 11TH STREET, HAWARDEN, SIOUX COUNTY, IOWA, 51023, USA",42.9984495,-96.48034613
"3000 S MINNESOTA AVE, SIOUX FALLS, SD, 57105","3000, SOUTH MINNESOTA AVENUE, DOWNTOWN SIOUX FALLS, SIOUX FALLS, MINNEHAHA COUNTY, SOUTH DAKOTA, 57105, USA",43.51757952,-96.73113394
"830 KEMPSVILLE RD, NORFOLK, VA, 23502","SENTARA LEIGH HOSPITAL, 830, KEMPSVILLE ROAD, JANAF, EASTON PLACE, NORFOLK, VIRGINIA, 23502, USA",36.85101595,-76.1898901
"1044 N FRANCISCO AVE, CHICAGO, IL, 60622","NORWEGIAN AMERICAN HOSPITAL, 1044, NORTH FRANCISCO AVENUE, HUMBOLDT PARK, CHICAGO, COOK COUNTY, ILLINOIS, 60622, USA",41.90143755,-87.69965948
"100 HIGH ST, BUFFALO, NY, 14203","BGMC, 100, HIGH STREET, FRUIT BELT, BUFFALO, ERIE COUNTY, NEW YORK, 14203, USA",42.9012394,-78.86579919
"101 DATES DR, ITHACA, NY, 14850","CAYUGA MEDICAL CENTER AT ITHACA, 101, DATES DR, NORTHWEST ITHACA, ITHACA TOWN, TOMPKINS COUNTY, NEW YORK, 14850, USA",42.4692583,-76.5374469
"1701 TWIN SPRINGS RD, HALETHORPE, MD, 21227","KAISER PERMANENTE MEDICAL CENTER, 1701, TWIN SPRINGS ROAD, HALETHORPE, LANSDOWNE, BALTIMORE COUNTY, MARYLAND, 21227, USA",39.25790595,-76.67372459
"720 N WEBB RD, GRAND ISLAND, NE, 68803","720, NORTH WEBB ROAD, GRAND ISLAND, HALL COUNTY, NEBRASKA, 68803, USA",40.92461996,-98.37862706
"220 W LEOTA ST, NORTH PLATTE, NE, 69101","WEST LEOTA STREET, NORTH PLATTE, LINCOLN COUNTY, NEBRASKA, 69101, USA",41.120756,-100.768522
"214 MCHENRY RD, BUFFALO GROVE, IL, 60089","214, MCHENRY ROAD, LAKE COUNTY, ILLINOIS, 60089, USA",42.15581335,-87.95950065
"3134 N CLARK ST, CHICAGO, IL, 60657","ADVOCATE MEDICAL GROUP, 3134, NORTH CLARK STREET, PINE GROVE, LAKEVIEW, CHICAGO, COOK COUNTY, ILLINOIS, 60657, USA",41.93858265,-87.65018495
"836 W WELLINGTON AVE, CHICAGO, IL, 60657","ADVOCATE ILLINOIS MASONIC HOSPITAL, 836, WEST WELLINGTON AVENUE, LINCOLN PARK, LAKEVIEW, CHICAGO, COOK COUNTY, ILLINOIS, 60657, USA",41.93675815,-87.65126429
"836 W WELLINGTON, CHICAGO, IL, 60657","836, WEST WELLINGTON AVENUE, LINCOLN PARK, LAKEVIEW, CHICAGO, COOK COUNTY, ILLINOIS, 60657, USA",41.9364159,-87.6508441
"6434 W N AVE, CHICAGO, IL, 60707","6400-6434, WEST NORTH AVENUE, AUSTIN, OAK PARK, COOK COUNTY, ILLINOIS, 60302, USA",41.9096159,-87.78582848
"602 E NOB HILL BLVD, YAKIMA, WA, 98901","YAKIMA VALLEY FARM WORKERS CLINIC, 602, EAST NOB HILL BOULEVARD, YAKIMA, YAKIMA COUNTY, WASHINGTON, 98901, USA",46.5843225,-120.4938825
"3801 KERN RD, YAKIMA, WA, 98902","KERN ROAD, KITTITAS COUNTY, WASHINGTON, USA",46.90468,-120.376175
"3801 KERN WAY, YAKIMA, WA, 98902","3801, KERN WAY, RIVERVIEW MANOR, YAKIMA, YAKIMA COUNTY, WASHINGTON, 98908, USA",46.61083976,-120.5590255
"713 MEMORIAL ST, PROSSER, WA, 99350","713, MEMORIAL STREET, PROSSER, BENTON COUNTY, WASHINGTON, 99350, USA",46.20782902,-119.763664
"701 PARK AVE, MINNEAPOLIS, MN, 55415","PARK AVENUE, MARCY-HOLMES, PHILLIPS, MINNEAPOLIS, HENNEPIN COUNTY, MINNESOTA, 55415, USA",44.9771711,-93.2590608
"790 W 66TH ST, RICHFIELD, MN, 55423","790, WEST 66TH STREET, RICHFIELD, HENNEPIN COUNTY, MINNESOTA, 55423, USA",44.883467,-93.28805794
"435 SHREWSBURY ST, WORCESTER, MA, 01604","435, SHREWSBURY STREET, THE CANAL DISTRICT, WORCESTER, MASSACHUSETTS, 01604, USA",42.2722465,-71.7732132
"2030 STRINGTOWN RD, GROVE CITY, OH, 43123","2030, STRINGTOWN ROAD, GROVE CITY, JACKSON TOWNSHIP, FRANKLIN COUNTY, OHIO, 43123, USA",39.87852124,-83.05745115
"290 E TOWN ST, COLUMBUS, OH, 43215","290, TOWN ST, DISCOVERY DISTRICT, COLUMBUS, FRANKLIN COUNTY, OHIO, 43215, USA",39.95977233,-82.99235509
"393 E TOWN ST, COLUMBUS, OH, 43215","393, TOWN ST, EAST TOWN STREET HISTORIC DISTRICT, COLUMBUS, FRANKLIN COUNTY, OHIO, 43215, USA",39.95993678,-82.98944548
"2950 ELMWOOD AVE, KENMORE, NY, 14217","KENMORE MERCY HOSPITAL, 2950, ELMWOOD AVENUE, TONAWANDA, TONAWANDA TOWN, ERIE COUNTY, NEW YORK, 14217, USA",42.97795565,-78.88068243
"24800 SE STARK ST, GRESHAM, OR, 97030","LEGACY MOUNT HOOD MEDICAL CENTER, 24800, SOUTHEAST STARK STREET, TWELVEMILE CORNER, GRESHAM, MULTNOMAH COUNTY, OREGON, 97030, USA",45.5179129,-122.406426
"25050 SE STARK ST, GRESHAM, OR, 97030","25050, SOUTHEAST STARK STREET, TWELVEMILE CORNER, GRESHAM, MULTNOMAH COUNTY, OREGON, 97060, USA",45.51914673,-122.4054331
"1015 NW 22ND AVE, PORTLAND, OR, 97210","LEGACY GOOD SAMARITAN MEDICAL CENTER, 1015, NORTHWEST 22ND AVENUE, NORTHWEST DISTRICT, PORTLAND, MULTNOMAH COUNTY, OREGON, 97210, USA",45.5305258,-122.6976216
"2801 N GANTENBEIN AVE, PORTLAND, OR, 97227","LEGACY EMANUEL MEDICAL CENTER, 2801, NORTH GANTENBEIN AVENUE, ALBINA, ELIOT, PORTLAND, MULTNOMAH COUNTY, OREGON, 97227, USA",45.54389265,-122.6700328
"1130 NE 22ND AVE, PORTLAND, OR, 97210","NORTHEAST 22ND AVENUE, KERNS, PORTLAND, MULTNOMAH COUNTY, OREGON, 97232, USA",45.5272111,-122.643442
"24800 SE STARK ST, PORTLAND, OR, 97030","SOUTHEAST STARK STREET, RUSSELLVILLE, HAZELWOOD, PORTLAND, MULTNOMAH COUNTY, OREGON, 97216, USA",45.5190531,-122.5631627
"19300 SW 65TH AVE, TUALATIN, OR, 97062","LEGACY MERIDIAN PARK MEDICAL CENTER, 19300, SOUTHWEST 65TH AVENUE, TUALATIN, WASHINGTON COUNTY, OREGON, 97062, USA",45.37834965,-122.7414633
"315 W HICKORY ST, SYLACAUGA, AL, 35150","CVMC, 315, WEST HICKORY STREET, SYLACAUGA, TALLADEGA COUNTY, ALABAMA, 35150, USA",33.1651887,-86.25564905
"3690 GRANDVIEW PKWY, BIRMINGHAM, AL, 35243","GRANDVIEW MEDICAL CENTER, 3690, GRANDVIEW PARKWAY, BIRMINGHAM, JEFFERSON COUNTY, ALABAMA, 35243, USA",33.43337025,-86.71804887
"843 MILLING AVE, LULING, LA, 70070","843, MILLING AVENUE, LULING, ST. CHARLES PARISH, LOUISIANA, 70070, USA",29.92418959,-90.3693684
"16004 RIVER RD, NORCO, LA, 70079","RIVER ROAD, NORCO, ST. CHARLES PARISH, LOUISIANA, 70079, USA",29.9962756,-90.4117854
"2807 S COLUMBIA ST, BOGALUSA, LA, 70427","2807, SOUTH COLUMBIA STREET, BOGALUSA, WASHINGTON PARISH, LOUISIANA, 70427, USA",30.74234083,-89.84881661
"501 ROBERT BLVD, SLIDELL, LA, 70458","501, ROBERT BOULEVARD, SLIDELL, ST. TAMMANY PARISH, LOUISIANA, 70458, USA",30.29889165,-89.75927002
"1850 BLUEGRASS AVE, LOUISVILLE, KY, 40215","1850, BLUEGRASS AVENUE, LOUISVILLE, JEFFERSON COUNTY, KENTUCKY, 40215, USA",38.1784457,-85.7935316
"1406 W 5TH ST, LONDON, KY, 40741","1406, WEST 5TH STREET, LONDON, LAUREL COUNTY, KENTUCKY, 40741, USA",37.11401563,-84.09741416
"160 LONDON MOUNTAIN VIEW DR, LONDON, KY, 40741","LONDON MOUNTAIN VIEW DRIVE, LONDON, LAUREL COUNTY, KENTUCKY, 40755, USA",37.1513725,-84.1185225
"330 MOUNT AUBURN ST, CAMBRIDGE, MA, 02138","MOUNT AUBURN HOSPITAL, 330, MOUNT AUBURN STREET, COOLIDGE HILL, CAMBRIDGE, MIDDLESEX COUNTY, MASSACHUSETTS, 02138, USA",42.37413765,-71.13425215
"201 E NICOLLET BLVD, BURNSVILLE, MN, 55337","FAIRVIEW RIDGES HOSPITAL, 201, EAST NICOLLET BOULEVARD, BURNSVILLE, DAKOTA COUNTY, MINNESOTA, 55337, USA",44.74831435,-93.27274318
"4050 COON RAPIDS BLVD NW, COON RAPIDS, MN, 55433","MERCY HOSPITAL, 4050, COON RAPIDS BOULEVARD NORTHWEST, COON RAPIDS, ANOKA COUNTY, MINNESOTA, 55433, USA",45.1823604,-93.36871616
"212 FOUST ST, ASHEBORO, NC, 27203","212, FOUST STREET, ASHEBORO, RANDOLPH COUNTY, NORTH CAROLINA, 27203, USA",35.7120062,-79.81526711
"35 MEMORIAL DR, PINEHURST, NC, 28374","35, MEMORIAL DRIVE, PINEHURST, MOORE COUNTY, NORTH CAROLINA, 28374, USA",35.20585975,-79.46099007
"705 PLEASANT AVE S, PARK RAPIDS, MN, 56470","705, PLEASANT AVENUE SOUTH, PARK RAPIDS, HUBBARD COUNTY, MINNESOTA, 56470, USA",46.91496533,-95.06159251
"830 OLD LANCASTER RD, BRYN MAWR, PA, 19010","830, OLD LANCASTER ROAD, WYNNEWOOD, LOWER MERION TOWNSHIP, DELAWARE COUNTY, PENNSYLVANIA, 19010, USA",40.02012216,-75.32165895
"130 S BRYN MAWR AVE, BRYN MAWR, PA, 19010","BRYN MAWR HOSPITAL, 130, SOUTH BRYN MAWR AVENUE, LOWER MERION TOWNSHIP, MONTGOMERY COUNTY, PENNSYLVANIA, 19010, USA",40.0193369,-75.32109563
"600 COFFEE RD, MODESTO, CA, 95355","600, COFFEE ROAD, MODESTO, STANISLAUS COUNTY, CALIFORNIA, 95355, USA",37.652809,-120.97546
"2800 L ST, SACRAMENTO, CA, 95816","2800, L STREET, SACRAMENTO, SACRAMENTO COUNTY, CALIFORNIA, 95816, USA",38.57153,-121.470048
"153 CESAR CHAVEZ ST, SAINT PAUL, MN, 55107","153, CESAR CHAVEZ STREET, ST. PAUL, RAMSEY COUNTY, MINNESOTA, 55107, USA",44.92960814,-93.07731953
"7190 CRESTWOOD BLVD, FREDERICK, MD, 21703","CRESTWOOD BOULEVARD, BALLENGER CREEK, FREDERICK COUNTY, MARYLAND, 21703, USA",39.3912828,-77.4288392
"1117 SPRING ST, FRIDAY HARBOR, WA, 98250","PEACEHEALTH PEACE ISLAND MEDICAL CENTER, 1117, SPRING STREET, FRIDAY HARBOR, SAN JUAN COUNTY, WASHINGTON, 98250, USA",48.52665095,-123.0295557
